Date,Company_Name,Campaign_Name,Channel,Region,Country,Impressions,Clicks,CTR (%),Spend ($),CPC ($),Leads,Conversions,Conversion Rate (%),Revenue ($),ROAS,Customer Segment
2024-12-23,GrowthSpark Marketing,Product Launch,Instagram,Asia,China,10076,4865,5.08,4946.17,0.52,177,82,9.83,14293.06,0.9,New Customers
2024-12-24,Apex Marketing Group,Seasonal Sale,Email,Asia,Japan,4805,1962,7.7,1361.98,3.52,162,99,9.33,3364.21,5.11,Enterprise
2024-12-25,ShopNest,Lead Generation,LinkedIn,Europe,India,32085,1342,3.18,3376.69,2.95,176,148,7.28,19114.8,0.86,New Customers
2024-12-26,GrowthSpark Marketing,Email Nurture,Instagram,Middle East,France,15715,650,3.52,307.52,4.56,498,15,9.58,13388.77,5.1,Returning Customers
2024-12-27,Apex Marketing Group,Lead Generation,Google Ads,Middle East,India,6750,430,9.28,612.55,0.79,462,69,12.03,1280.83,2.19,New Customers
2024-12-28,Apex Marketing Group,Brand Awareness,LinkedIn,Middle East,France,49395,4263,1.03,69.4,2.76,315,179,14.55,13185.61,7.28,SMB
2024-12-29,CloudNova,Brand Awareness,Twitter,South America,Japan,14232,3687,5.11,4997.33,4.42,407,76,7.28,17674.08,4.06,SMB
2024-12-30,ShopNest,Seasonal Sale,Google Ads,Middle East,United States,36903,2213,9.17,4021.25,2.17,161,62,8.82,11583.13,2.18,Returning Customers
2024-12-31,ShopNest,Product Launch,Google Ads,Asia,UAE,7953,4405,6.3,3944.28,2.51,262,119,6.95,7144.99,6.9,Enterprise
2025-01-01,CloudNova,Seasonal Sale,Facebook,South America,China,33093,1148,5.69,2573.14,0.54,168,37,10.19,16436.1,2.41,SMB
2025-01-02,CloudNova,Seasonal Sale,Email,North America,Netherlands,26500,415,2.87,1535.33,1.54,151,134,9.63,15671.99,2.8,Enterprise
2025-01-03,ShopNest,Seasonal Sale,LinkedIn,Middle East,Brazil,23418,2620,3.76,798.76,1.76,395,199,0.76,10929.22,6.76,Returning Customers
2025-01-04,ShopNest,Seasonal Sale,Google Ads,Middle East,Brazil,35314,3469,8.59,1459.14,4.74,158,26,8.35,3171.8,2.82,Enterprise
2025-01-05,GrowthSpark Marketing,Email Nurture,Facebook,North America,UAE,49225,2526,5.81,1911.06,1.56,467,8,1.78,5094.63,3.58,Returning Customers
2025-01-06,GrowthSpark Marketing,Email Nurture,Twitter,Middle East,Canada,23449,840,5.39,3793.73,2.41,371,4,0.88,14795.83,3.11,New Customers
2025-01-07,CloudNova,Lead Generation,Instagram,North America,Netherlands,18478,3619,1.45,2721.33,3.42,42,21,11.97,16141.04,1.37,Returning Customers
2025-01-08,GrowthSpark Marketing,Brand Awareness,LinkedIn,South America,Singapore,36179,796,0.65,433.54,0.98,135,159,4.25,5657.38,0.79,New Customers
2025-01-09,Apex Marketing Group,Seasonal Sale,Google Ads,Asia,Australia,47881,362,9.66,139.24,2.53,362,149,5.44,7422.9,5.93,Returning Customers
2025-01-10,GrowthSpark Marketing,Lead Generation,Email,North America,United States,26338,4683,4.08,556.54,3.74,259,25,1.43,1644.87,5.34,SMB
2025-01-11,GrowthSpark Marketing,Brand Awareness,Facebook,Europe,UAE,27899,970,6.23,2081.97,4.36,212,143,3.1,14297.89,2.62,SMB
2025-01-12,Apex Marketing Group,Product Launch,Google Ads,North America,Brazil,5145,1127,1.26,4669.3,3.21,454,163,11.6,171.19,2.72,Enterprise
2025-01-13,CloudNova,Email Nurture,Email,Middle East,India,33101,2879,6.99,3205.14,3.41,99,177,7.66,1026.18,7.59,Returning Customers
2025-01-14,Apex Marketing Group,Brand Awareness,Google Ads,South America,Australia,3775,2431,9.36,4019.04,0.81,352,43,13.27,186.45,7.91,Returning Customers
2025-01-15,GrowthSpark Marketing,Product Launch,LinkedIn,South America,United States,46961,3668,5.97,2358.55,4.74,331,169,6.26,12941.86,4.05,Returning Customers
2025-01-16,CloudNova,Brand Awareness,LinkedIn,North America,Germany,32647,847,1.7,1840.25,0.84,482,37,4.4,8406.0,6.52,Enterprise
2025-01-17,GrowthSpark Marketing,Email Nurture,LinkedIn,Asia,Germany,46619,4493,6.03,586.58,3.92,175,185,5.54,6021.18,6.03,SMB
2025-01-18,Apex Marketing Group,Email Nurture,Twitter,Europe,Netherlands,46838,322,7.78,4385.87,1.47,254,42,10.84,18262.75,2.73,Returning Customers
2025-01-19,Apex Marketing Group,Lead Generation,Twitter,South America,Australia,20539,3060,4.36,3926.64,4.68,194,175,8.55,3936.78,0.94,Enterprise
2025-01-20,GrowthSpark Marketing,Seasonal Sale,Facebook,Middle East,UAE,37738,4865,8.86,882.18,3.66,203,92,13.61,7848.42,1.57,Returning Customers
2025-01-21,ShopNest,Brand Awareness,LinkedIn,Middle East,France,27616,1823,6.66,2585.69,3.82,488,61,9.23,18812.2,6.79,New Customers
2025-01-22,ShopNest,Brand Awareness,Email,Asia,France,15119,2597,9.04,2462.51,1.25,225,142,7.65,8599.42,5.98,Returning Customers
2025-01-23,Apex Marketing Group,Product Launch,Google Ads,South America,India,26159,3214,6.42,3144.2,2.33,28,68,11.89,11138.4,5.48,New Customers
2025-01-24,Apex Marketing Group,Email Nurture,Instagram,North America,United States,38099,4830,1.75,4733.63,3.17,248,53,14.24,1698.7,1.48,Enterprise
2025-01-25,ShopNest,Brand Awareness,Email,Middle East,United States,11295,4767,3.44,2919.87,3.9,427,84,5.66,15824.31,5.3,Enterprise
2025-01-26,ShopNest,Email Nurture,Twitter,Asia,Netherlands,35710,996,2.42,2724.08,0.7,328,34,4.12,8512.9,6.29,SMB
2025-01-27,GrowthSpark Marketing,Brand Awareness,Twitter,South America,Australia,25685,2715,9.13,299.1,4.82,132,76,9.44,16030.25,6.95,Returning Customers
2025-01-28,GrowthSpark Marketing,Lead Generation,Email,South America,United Kingdom,26479,556,7.72,361.39,4.47,97,97,7.73,5150.57,0.6,Enterprise
2025-01-29,ShopNest,Seasonal Sale,Twitter,South America,Germany,47172,293,6.93,977.37,1.5,304,152,14.84,8507.33,5.63,SMB
2025-01-30,GrowthSpark Marketing,Brand Awareness,LinkedIn,South America,United States,34629,555,3.36,210.73,4.15,137,148,7.2,15752.32,0.64,Returning Customers
2025-01-31,GrowthSpark Marketing,Email Nurture,Facebook,South America,Australia,43043,4567,2.25,3729.6,2.69,59,197,1.58,19480.17,5.8,Enterprise
2025-02-01,CloudNova,Lead Generation,Google Ads,Middle East,Netherlands,18033,3208,7.69,3630.49,2.42,481,30,14.67,1286.55,5.27,New Customers
2025-02-02,GrowthSpark Marketing,Brand Awareness,Facebook,Asia,Japan,37902,3640,5.0,723.48,1.71,162,88,12.73,16267.88,1.61,Enterprise
2025-02-03,Apex Marketing Group,Product Launch,Google Ads,South America,Canada,45571,1922,2.65,4188.59,2.99,33,7,3.08,6083.71,6.25,New Customers
2025-02-04,GrowthSpark Marketing,Seasonal Sale,Google Ads,Europe,Japan,16408,3843,6.36,816.19,3.7,414,36,13.62,11059.79,1.01,SMB
2025-02-05,GrowthSpark Marketing,Brand Awareness,Facebook,Europe,Netherlands,18420,1242,0.88,1540.82,2.17,215,38,5.44,5872.84,6.7,SMB
2025-02-06,ShopNest,Lead Generation,Email,Asia,China,17351,4475,3.6,1282.44,3.22,158,52,5.97,12307.56,2.46,Returning Customers
2025-02-07,Apex Marketing Group,Product Launch,Google Ads,North America,UAE,5131,4795,4.95,1892.92,3.56,297,143,13.64,7140.68,5.67,Returning Customers
2025-02-08,GrowthSpark Marketing,Lead Generation,Facebook,North America,India,45825,1514,1.91,1310.59,3.61,479,174,8.19,6738.94,7.43,Returning Customers
2025-02-09,GrowthSpark Marketing,Lead Generation,Google Ads,North America,United States,12349,440,9.85,2470.31,0.45,226,151,2.5,854.97,3.05,SMB
2025-02-10,CloudNova,Product Launch,Instagram,Europe,Netherlands,45254,4526,2.49,2066.67,4.33,119,140,5.85,3024.51,4.27,New Customers
2025-02-11,GrowthSpark Marketing,Lead Generation,Email,North America,China,39225,3427,1.74,4933.52,2.4,441,172,10.97,18349.86,3.97,Returning Customers
2025-02-12,GrowthSpark Marketing,Product Launch,LinkedIn,Middle East,Brazil,39847,4887,2.43,326.84,1.46,162,143,3.03,19965.72,1.68,Returning Customers
2025-02-13,CloudNova,Brand Awareness,Google Ads,South America,China,13453,4965,7.81,753.8,1.36,263,93,9.06,15632.36,4.93,SMB
2025-02-14,ShopNest,Product Launch,Instagram,Europe,South Africa,19814,722,4.54,311.49,2.52,255,107,10.58,5807.57,6.07,New Customers
2025-02-15,GrowthSpark Marketing,Product Launch,LinkedIn,Asia,Singapore,19263,2610,5.87,3147.91,4.46,126,126,5.49,8108.66,7.38,Enterprise
2025-02-16,CloudNova,Seasonal Sale,LinkedIn,Asia,Australia,13158,1261,0.7,319.82,2.02,303,49,10.56,14816.12,6.88,Returning Customers
2025-02-17,Apex Marketing Group,Product Launch,Google Ads,South America,United States,16735,979,0.83,4190.38,3.8,267,21,13.32,19373.42,4.33,Enterprise
2025-02-18,ShopNest,Product Launch,Facebook,Europe,Canada,16830,1589,4.74,2584.1,0.66,385,15,7.35,9163.88,5.89,Enterprise
2025-02-19,Apex Marketing Group,Brand Awareness,Google Ads,North America,UAE,48893,962,8.26,2658.69,2.49,53,14,6.05,16607.5,6.51,Returning Customers
2025-02-20,Apex Marketing Group,Seasonal Sale,Instagram,North America,Australia,45673,693,8.91,2829.89,4.96,381,42,4.14,19503.87,4.2,SMB
2025-02-21,CloudNova,Email Nurture,LinkedIn,Middle East,South Africa,24926,4572,1.32,895.53,3.9,333,15,9.26,17482.12,1.37,Returning Customers
2025-02-22,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,Australia,46066,551,5.61,1028.57,1.21,301,63,13.26,4620.28,3.78,New Customers
2025-02-23,CloudNova,Brand Awareness,Facebook,North America,South Africa,35779,779,9.18,1628.15,2.61,366,196,5.21,259.83,6.82,New Customers
2025-02-24,CloudNova,Email Nurture,Google Ads,Asia,India,4373,1333,4.19,2987.81,1.32,81,27,6.25,9892.43,4.97,Returning Customers
2025-02-25,CloudNova,Product Launch,Email,Asia,India,11335,2168,8.38,1090.08,2.17,467,93,6.4,10674.08,5.93,Enterprise
2025-02-26,CloudNova,Lead Generation,Facebook,Middle East,Germany,24741,4602,1.77,625.84,3.94,442,105,8.63,4104.88,1.89,New Customers
2025-02-27,ShopNest,Seasonal Sale,Instagram,South America,Germany,11692,4436,9.39,4852.08,3.9,131,53,3.81,5765.02,7.73,New Customers
2025-02-28,GrowthSpark Marketing,Lead Generation,LinkedIn,North America,France,48295,3886,7.64,158.81,1.29,201,52,12.42,15326.55,3.53,Returning Customers
2025-03-01,Apex Marketing Group,Email Nurture,Google Ads,Middle East,United Kingdom,46541,969,9.44,4023.35,4.63,225,63,4.79,9459.91,5.4,Returning Customers
2025-03-02,Apex Marketing Group,Brand Awareness,Facebook,Middle East,United States,35057,4100,6.93,3950.77,3.04,487,181,10.73,6415.35,0.64,SMB
2025-03-03,GrowthSpark Marketing,Brand Awareness,Email,North America,Netherlands,2447,2389,3.95,1521.21,2.02,95,57,7.94,12490.26,1.45,Returning Customers
2025-03-04,Apex Marketing Group,Seasonal Sale,Facebook,North America,United States,20583,805,9.41,721.35,2.61,415,120,9.0,13089.92,6.37,Returning Customers
2025-03-05,GrowthSpark Marketing,Brand Awareness,Twitter,Asia,Saudi Arabia,23765,1919,3.12,770.86,3.1,12,52,3.1,15410.98,7.76,New Customers
2025-03-06,Apex Marketing Group,Brand Awareness,Email,South America,Netherlands,24906,4522,3.66,3502.29,2.89,36,107,11.16,3218.51,2.9,New Customers
2025-03-07,CloudNova,Seasonal Sale,Instagram,South America,South Africa,20567,557,7.16,3231.89,2.53,472,43,3.23,14856.19,0.78,New Customers
2025-03-08,Apex Marketing Group,Seasonal Sale,LinkedIn,North America,China,15139,1486,7.77,3924.59,2.62,324,135,2.15,12028.63,3.21,Enterprise
2025-03-09,GrowthSpark Marketing,Email Nurture,Instagram,Europe,United States,47525,2625,9.33,4690.53,1.05,398,117,8.43,1245.68,0.63,New Customers
2025-03-10,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,United States,39230,3476,2.45,3475.04,4.1,273,170,10.78,15571.17,1.94,New Customers
2025-03-11,GrowthSpark Marketing,Brand Awareness,Facebook,Middle East,United Kingdom,20520,608,8.08,821.47,2.8,195,4,1.23,7723.3,6.14,Returning Customers
2025-03-12,GrowthSpark Marketing,Email Nurture,Twitter,North America,Brazil,20702,3152,7.52,1255.04,0.83,353,197,1.51,6674.58,7.53,SMB
2025-03-13,GrowthSpark Marketing,Product Launch,Email,Europe,Netherlands,26566,4566,1.11,4218.86,3.88,167,133,12.14,9016.7,1.16,New Customers
2025-03-14,ShopNest,Product Launch,Email,Asia,Germany,8657,3672,4.18,1086.07,4.68,65,80,12.23,6988.88,4.68,SMB
2025-03-15,ShopNest,Product Launch,Facebook,North America,Germany,38688,4449,3.19,408.99,4.75,442,41,4.06,6831.88,2.4,New Customers
2025-03-16,Apex Marketing Group,Email Nurture,Twitter,North America,Canada,31134,4107,3.39,3531.24,1.97,268,132,9.42,16180.75,1.54,New Customers
2025-03-17,GrowthSpark Marketing,Brand Awareness,Facebook,Middle East,United States,11345,3765,9.84,2042.51,0.85,289,2,6.93,2577.65,2.14,SMB
2025-03-18,Apex Marketing Group,Email Nurture,Google Ads,North America,United Kingdom,42185,1351,6.61,4604.2,2.69,99,195,9.67,19414.94,4.83,Returning Customers
2025-03-19,GrowthSpark Marketing,Email Nurture,Instagram,North America,UAE,28413,2205,7.32,3268.76,0.74,45,149,13.01,11143.14,0.99,New Customers
2025-03-20,GrowthSpark Marketing,Product Launch,Email,North America,Germany,6208,742,9.78,497.57,4.68,418,198,1.66,3740.19,3.76,SMB
2025-03-21,ShopNest,Lead Generation,Google Ads,Middle East,United Kingdom,34455,4400,4.08,4741.89,1.08,474,43,11.78,2711.19,1.51,New Customers
2025-03-22,ShopNest,Brand Awareness,Instagram,Asia,Japan,29018,1528,8.12,1329.86,1.41,153,82,7.65,11871.04,2.55,Enterprise
2025-03-23,CloudNova,Product Launch,Google Ads,Asia,Singapore,46991,306,4.63,1719.2,2.15,208,108,8.68,12696.69,1.93,Enterprise
2025-03-24,ShopNest,Lead Generation,Twitter,North America,Brazil,9080,2480,8.76,2041.19,2.04,271,197,9.98,1155.21,7.12,Enterprise
2025-03-25,CloudNova,Lead Generation,Email,Middle East,United States,22902,491,2.22,303.56,4.01,6,137,13.88,4935.74,5.81,Enterprise
2025-03-26,CloudNova,Seasonal Sale,Facebook,Asia,Singapore,10486,1931,9.5,2507.75,2.39,182,156,1.32,15929.69,7.01,Returning Customers
2025-03-27,CloudNova,Brand Awareness,Facebook,Asia,Canada,39862,2696,2.58,660.43,1.02,429,26,0.93,1087.53,3.38,Enterprise
2025-03-28,CloudNova,Lead Generation,Instagram,Asia,South Africa,22158,3870,3.6,2034.8,1.48,198,82,3.08,17116.26,2.85,SMB
2025-03-29,CloudNova,Product Launch,LinkedIn,Middle East,China,41460,4727,7.68,1786.01,2.64,486,83,14.8,13197.43,3.35,New Customers
2025-03-30,Apex Marketing Group,Seasonal Sale,Twitter,Middle East,Germany,44856,1785,4.24,3875.56,0.91,391,131,10.87,8745.02,0.64,SMB
2025-03-31,ShopNest,Brand Awareness,Instagram,North America,Japan,36871,3785,6.28,4025.69,3.14,340,73,9.41,6994.01,5.94,Enterprise
2025-04-01,CloudNova,Email Nurture,LinkedIn,South America,UAE,36208,2695,4.72,809.39,2.92,439,100,1.18,483.05,3.12,Returning Customers
2025-04-02,GrowthSpark Marketing,Product Launch,Google Ads,Asia,South Africa,21519,68,7.55,1864.43,3.63,200,49,13.25,16521.78,2.85,Enterprise
2025-04-03,ShopNest,Lead Generation,Twitter,South America,United Kingdom,32379,1174,2.67,1898.1,4.7,347,145,12.28,2940.16,4.99,Enterprise
2025-04-04,ShopNest,Lead Generation,Google Ads,Middle East,India,29378,4035,1.06,799.48,4.58,253,63,10.14,6259.89,3.77,Returning Customers
2025-04-05,CloudNova,Product Launch,Email,Middle East,Australia,40892,2704,3.35,4002.34,4.74,216,55,5.42,11425.23,7.86,Returning Customers
2025-04-06,Apex Marketing Group,Lead Generation,Twitter,Middle East,United States,15031,2130,5.01,3550.78,1.37,157,151,1.52,4995.25,3.17,Returning Customers
2025-04-07,CloudNova,Seasonal Sale,LinkedIn,South America,United States,15536,1597,2.1,992.39,0.83,162,34,8.91,9993.1,5.1,Returning Customers
2025-04-08,Apex Marketing Group,Brand Awareness,Email,Middle East,Japan,1446,911,3.87,1865.27,1.65,470,105,10.94,16205.92,2.84,Returning Customers
2025-04-09,GrowthSpark Marketing,Seasonal Sale,Facebook,North America,United Kingdom,37683,204,4.3,573.73,4.5,366,105,1.87,9463.7,7.93,Returning Customers
2025-04-10,ShopNest,Lead Generation,LinkedIn,Middle East,France,49555,3544,1.05,3159.62,4.87,143,69,9.69,18984.65,3.84,New Customers
2025-04-11,GrowthSpark Marketing,Email Nurture,Instagram,Europe,United States,18618,954,6.04,650.79,4.32,225,15,4.65,16965.26,5.26,Enterprise
2025-04-12,Apex Marketing Group,Brand Awareness,Facebook,South America,France,7587,1319,8.9,4930.37,0.73,277,175,11.58,6727.48,1.45,Enterprise
2025-04-13,Apex Marketing Group,Brand Awareness,Facebook,Europe,UAE,32480,454,1.94,3914.38,4.75,158,3,8.32,8059.25,6.0,Returning Customers
2025-04-14,GrowthSpark Marketing,Product Launch,Instagram,Middle East,India,33994,893,6.18,1981.68,2.23,253,156,2.37,8524.2,2.52,SMB
2025-04-15,Apex Marketing Group,Product Launch,Twitter,North America,Japan,21527,1832,6.82,2913.89,0.24,283,3,8.13,12560.97,3.86,Returning Customers
2025-04-16,GrowthSpark Marketing,Email Nurture,Facebook,Asia,South Africa,24569,1614,4.48,4561.14,2.32,444,102,6.24,5807.24,7.12,New Customers
2025-04-17,ShopNest,Brand Awareness,LinkedIn,Middle East,Singapore,12151,1234,7.16,2792.79,0.42,440,4,3.12,19388.06,7.78,SMB
2025-04-18,GrowthSpark Marketing,Email Nurture,Email,North America,United Kingdom,6558,796,4.4,913.77,2.81,308,88,12.7,12212.82,3.68,New Customers
2025-04-19,ShopNest,Product Launch,Facebook,South America,United Kingdom,45739,1775,5.29,1924.58,1.83,280,159,0.66,8048.09,6.76,SMB
2025-04-20,GrowthSpark Marketing,Product Launch,LinkedIn,Europe,Saudi Arabia,33954,3238,0.57,4223.57,2.47,497,45,5.03,12935.7,0.9,SMB
2025-04-21,Apex Marketing Group,Brand Awareness,Google Ads,Europe,UAE,48448,320,7.07,3238.85,3.14,6,187,0.68,7968.56,6.86,Returning Customers
2025-04-22,GrowthSpark Marketing,Seasonal Sale,LinkedIn,Europe,UAE,48327,4915,6.78,3271.09,4.37,92,45,1.89,16374.13,5.22,New Customers
2025-04-23,Apex Marketing Group,Lead Generation,Email,South America,Brazil,44837,4006,0.86,4340.77,3.38,291,75,4.81,11400.04,4.17,SMB
2025-04-24,GrowthSpark Marketing,Product Launch,LinkedIn,North America,Australia,36303,221,4.0,4475.17,2.28,415,165,1.29,935.21,7.17,New Customers
2025-04-25,GrowthSpark Marketing,Product Launch,Instagram,South America,Germany,35700,323,9.8,4602.97,4.13,134,193,9.15,3617.46,6.84,Returning Customers
2025-04-26,CloudNova,Seasonal Sale,Email,Europe,Netherlands,28500,2356,4.5,519.5,4.55,82,9,1.76,17313.38,2.73,Returning Customers
2025-04-27,Apex Marketing Group,Seasonal Sale,Twitter,Middle East,Germany,3032,1208,5.27,2743.42,0.77,264,145,10.67,11301.71,6.44,Returning Customers
2025-04-28,CloudNova,Email Nurture,Google Ads,Asia,Saudi Arabia,2252,1756,9.14,3715.52,2.75,245,118,1.26,19011.84,1.25,Returning Customers
2025-04-29,Apex Marketing Group,Email Nurture,Instagram,South America,China,6509,1821,7.31,3796.79,1.57,145,65,1.36,1541.2,6.67,Enterprise
2025-04-30,CloudNova,Lead Generation,Twitter,South America,Canada,38842,471,6.03,3053.25,0.43,232,131,4.93,5975.69,5.57,SMB
2025-05-01,ShopNest,Lead Generation,LinkedIn,North America,Japan,14900,1259,8.08,875.6,3.41,167,26,13.5,3951.51,1.16,Enterprise
2025-05-02,GrowthSpark Marketing,Brand Awareness,Email,North America,India,15523,4725,8.71,3997.23,4.34,240,181,9.8,11121.42,5.62,Returning Customers
2025-05-03,Apex Marketing Group,Email Nurture,Google Ads,South America,United Kingdom,2881,940,4.84,3614.55,0.98,132,159,11.67,7717.58,4.85,SMB
2025-05-04,Apex Marketing Group,Product Launch,Instagram,Europe,Australia,34037,4867,5.01,476.37,4.1,204,26,2.55,3229.74,4.96,SMB
2025-05-05,GrowthSpark Marketing,Email Nurture,Twitter,Asia,France,2630,3317,4.17,2345.86,4.3,454,23,12.59,12890.76,2.68,New Customers
2025-05-06,Apex Marketing Group,Product Launch,Twitter,North America,Japan,21789,1523,9.68,911.19,4.59,394,30,0.62,10772.34,2.5,Returning Customers
2025-05-07,Apex Marketing Group,Seasonal Sale,Google Ads,Europe,China,23523,3293,7.12,1720.51,1.47,35,10,3.59,5567.25,6.22,Enterprise
2025-05-08,CloudNova,Email Nurture,LinkedIn,Middle East,Singapore,18958,4528,1.29,139.5,4.54,142,72,9.43,9647.45,2.43,New Customers
2025-05-09,Apex Marketing Group,Seasonal Sale,Google Ads,North America,Japan,47151,2231,8.7,2031.63,1.74,496,64,5.94,14940.19,3.85,SMB
2025-05-10,ShopNest,Lead Generation,Twitter,Europe,China,49920,1499,5.07,2771.89,2.85,25,150,14.77,4184.91,5.71,Enterprise
2025-05-11,ShopNest,Lead Generation,Facebook,Europe,United Kingdom,44852,3146,1.15,3116.93,0.44,238,143,0.94,5928.82,1.1,Returning Customers
2025-05-12,GrowthSpark Marketing,Brand Awareness,Instagram,Asia,Canada,2695,3306,5.72,3334.28,0.41,206,123,14.98,6987.61,4.96,Enterprise
2025-05-13,Apex Marketing Group,Email Nurture,Google Ads,Asia,China,15821,3206,4.46,4189.64,3.66,283,105,9.54,14959.86,4.92,Enterprise
2025-05-14,GrowthSpark Marketing,Seasonal Sale,Twitter,Middle East,United Kingdom,4262,1640,8.84,1116.54,2.33,135,184,8.6,16953.76,5.63,Enterprise
2025-05-15,ShopNest,Product Launch,LinkedIn,Europe,United Kingdom,2445,4289,2.44,646.39,1.43,420,74,1.36,7590.13,3.27,New Customers
2025-05-16,Apex Marketing Group,Lead Generation,Twitter,Europe,Canada,17436,4031,8.35,4265.11,1.11,152,148,4.46,6002.76,3.87,SMB
2025-05-17,Apex Marketing Group,Lead Generation,LinkedIn,Asia,Germany,10949,1485,5.8,825.23,3.42,462,105,13.91,17799.99,2.97,Enterprise
2025-05-18,GrowthSpark Marketing,Product Launch,Google Ads,North America,Japan,24963,273,1.02,4875.06,0.2,33,47,5.64,19987.36,6.56,SMB
2025-05-19,ShopNest,Seasonal Sale,LinkedIn,North America,Saudi Arabia,30932,269,9.73,4220.56,4.07,365,87,10.09,13440.04,1.48,New Customers
2025-05-20,Apex Marketing Group,Seasonal Sale,Email,South America,United States,7901,4324,5.37,2529.34,0.58,312,53,14.99,19800.61,7.72,Returning Customers
2025-05-21,GrowthSpark Marketing,Email Nurture,Email,Asia,United States,34487,1704,3.26,4908.04,1.12,375,181,4.31,13233.33,5.26,Returning Customers
2025-05-22,ShopNest,Email Nurture,Email,South America,Saudi Arabia,9597,4578,4.96,532.01,2.05,434,129,8.85,14695.86,7.15,Enterprise
2025-05-23,GrowthSpark Marketing,Brand Awareness,Facebook,Asia,Singapore,7855,314,8.65,1550.18,2.53,166,2,10.6,7834.25,3.7,New Customers
2025-05-24,CloudNova,Lead Generation,Google Ads,Middle East,France,19678,1003,3.4,3209.21,1.9,361,58,2.89,8716.05,2.99,Returning Customers
2025-05-25,Apex Marketing Group,Email Nurture,Twitter,Europe,UAE,9263,4574,2.33,1782.53,1.74,344,147,2.66,2968.3,7.26,New Customers
2025-05-26,CloudNova,Seasonal Sale,Twitter,Middle East,France,48288,3783,1.73,4645.44,4.83,65,190,7.12,16472.73,1.24,New Customers
2025-05-27,ShopNest,Product Launch,Facebook,Asia,UAE,26805,2824,3.33,374.85,3.28,129,72,6.09,18628.07,1.38,Enterprise
2025-05-28,CloudNova,Seasonal Sale,LinkedIn,Europe,Saudi Arabia,27143,3174,7.91,2769.59,0.31,460,140,10.86,12506.42,2.75,Enterprise
2025-05-29,CloudNova,Lead Generation,Facebook,North America,United States,12874,529,4.98,2974.79,2.26,75,154,1.51,6938.58,7.7,New Customers
2025-05-30,ShopNest,Seasonal Sale,LinkedIn,North America,India,28529,3564,2.66,3281.0,4.4,330,27,14.6,3164.92,5.25,New Customers
2025-05-31,GrowthSpark Marketing,Brand Awareness,LinkedIn,South America,United States,21866,1403,2.08,1315.55,1.65,399,29,0.71,5376.61,4.66,Enterprise
2025-06-01,CloudNova,Lead Generation,Instagram,Asia,France,15079,3372,3.66,1854.6,0.65,368,15,9.22,5182.67,5.79,New Customers
2025-06-02,GrowthSpark Marketing,Product Launch,Twitter,Asia,Australia,8243,3928,9.43,4226.22,3.84,470,174,8.66,12309.2,3.63,Enterprise
2025-06-03,CloudNova,Brand Awareness,Email,North America,Saudi Arabia,30872,939,3.76,1014.97,3.11,247,129,2.45,18906.25,6.19,SMB
2025-06-04,GrowthSpark Marketing,Lead Generation,LinkedIn,Middle East,Singapore,10018,3904,9.89,4143.0,2.94,494,60,2.69,1060.61,3.45,New Customers
2025-06-05,ShopNest,Product Launch,Instagram,Europe,France,13100,974,5.11,2835.14,0.46,253,107,11.99,120.34,6.7,Enterprise
2025-06-06,CloudNova,Brand Awareness,Twitter,Middle East,India,20800,2220,2.2,3822.83,0.87,225,185,13.37,12043.62,2.5,New Customers
2025-06-07,ShopNest,Brand Awareness,Email,Middle East,Japan,27910,1952,8.97,3582.36,3.19,477,3,4.6,5752.8,2.58,Enterprise
2025-06-08,CloudNova,Lead Generation,LinkedIn,North America,UAE,30437,4923,4.87,1077.18,1.2,451,115,6.85,17622.91,4.42,New Customers
2025-06-09,ShopNest,Email Nurture,LinkedIn,North America,United States,38588,2445,7.24,2865.62,2.62,25,146,5.65,6612.28,3.73,Returning Customers
2025-06-10,ShopNest,Brand Awareness,Facebook,North America,Singapore,12001,78,9.85,4345.23,2.82,498,52,1.55,5865.78,5.36,Returning Customers
2025-06-11,CloudNova,Brand Awareness,Facebook,South America,Canada,47675,84,0.98,2188.98,1.56,391,60,10.26,5463.26,3.23,New Customers
2025-06-12,CloudNova,Product Launch,Twitter,Middle East,Australia,20942,3639,1.42,4834.62,4.75,86,34,12.47,2982.57,2.23,Returning Customers
2025-06-13,CloudNova,Seasonal Sale,Email,Asia,United Kingdom,21862,2720,7.34,2288.46,4.24,348,96,4.92,11672.46,4.02,New Customers
2025-06-14,Apex Marketing Group,Lead Generation,LinkedIn,Europe,India,12669,3415,3.18,756.79,3.67,371,89,14.86,3447.45,4.71,New Customers
2025-06-15,GrowthSpark Marketing,Lead Generation,Twitter,South America,France,16916,638,2.25,1977.7,0.57,490,60,1.6,8550.16,1.57,SMB
2025-06-16,Apex Marketing Group,Email Nurture,Twitter,Asia,UAE,11878,3268,0.87,4760.93,0.71,14,154,10.1,9273.34,4.68,SMB
2025-06-17,Apex Marketing Group,Email Nurture,Google Ads,Middle East,Canada,3985,3188,0.71,1632.62,2.57,415,19,7.0,507.79,2.89,Returning Customers
2025-06-18,ShopNest,Lead Generation,Facebook,North America,Singapore,33369,953,7.86,4347.09,0.97,16,111,6.98,434.46,3.44,SMB
2025-06-19,CloudNova,Email Nurture,Email,Middle East,Netherlands,9112,4136,1.78,4412.19,4.9,267,22,7.14,10452.23,2.59,SMB
